iteration,global_step,echosat_replay_role,family,base_instance_id,echosat_cost,grpo_raw_advantage_unclamped,grpo_raw_advantage,grpo_weighted_advantage_before_clamp,grpo_final_advantage,rows,grpo_positive_raw_advantage_clamped_frac,grpo_positive_advantage_clamped_frac
0,0,other,complete_coloring,k10_color9,2.067136231042532,-1.8047788027839633,-1.8047788027839633,-1.7882654427670739,-1.7882654427670739,48,0.0,0.0
0,0,other,complete_coloring,k9_color8,0.69043180404532,-0.7594686619855354,-0.7594686619855354,-0.7508339724261638,-0.7508339724261638,48,0.0,0.0
0,0,other,php,php_p10_h9,2.5014773474681924,-2.1897828574724274,-2.1897828574724274,-2.169802147029404,-2.169802147029404,272,0.0,0.0
0,0,other,php,php_p9_h8,1.5223873400153152,-1.5413456486335928,-1.5413456486335928,-1.5237596135437672,-1.5237596135437672,272,0.0,0.0
0,0,other,subset_cardinality,subset_cardinality_bw18,1.910480347173843,-1.804810713601244,-1.804810713601244,-0.6413428496893036,-0.6413428496893036,272,0.0,0.0
0,0,random_control,random_3sat_control,random_3sat_control_v45_c191_seed1924,11.52061276346808,-10.200880210298154,-10.200880210298154,0.0,0.0,272,0.0,0.0
