family,instance_id,base_instance_id,variant,cnf_id,method,repeat_id,solver_seed,final_seed,warmup_seed,checkpoint,solver,event_state_features,weighted_no_pre,solver_path_role,event_audit_role,symmetry_strength,control_type,scale,scale_key,benchmark_role,family_scale,variant_role,permutation_variant,source,phase,phase_active,phase_accounted_time,phase_wall_time,phase_solver_cpu_time
random_3sat_control,random_3sat_control_v260_c1113_seed3306,random_3sat_control_v260_c1113_seed3306,base,6,static_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,base,False,SAT symmetry harder baseline candidate pool,event_feature_attach,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306,random_3sat_control_v260_c1113_seed3306,base,6,static_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,base,False,SAT symmetry harder baseline candidate pool,adapter_inference,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306,random_3sat_control_v260_c1113_seed3306,base,6,static_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,base,False,SAT symmetry harder baseline candidate pool,final_solve,True,2.42878,2.4643718330189586,2.42878
random_3sat_control,random_3sat_control_v260_c1113_seed3306,random_3sat_control_v260_c1113_seed3306,base,6,cached_trace_no_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,base,False,SAT symmetry harder baseline candidate pool,static_inference,True,0.1408710479736328,0.1408710479736328,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306,random_3sat_control_v260_c1113_seed3306,base,6,cached_trace_no_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,base,False,SAT symmetry harder baseline candidate pool,warmup_rollout_collect_events,True,0.001045,0.004919374943710864,0.001045
random_3sat_control,random_3sat_control_v260_c1113_seed3306,random_3sat_control_v260_c1113_seed3306,base,6,cached_trace_no_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,base,False,SAT symmetry harder baseline candidate pool,event_feature_attach,True,0.00015987490769475698,0.00015987490769475698,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306,random_3sat_control_v260_c1113_seed3306,base,6,cached_trace_no_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,base,False,SAT symmetry harder baseline candidate pool,adapter_inference,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306,random_3sat_control_v260_c1113_seed3306,base,6,cached_trace_no_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,base,False,SAT symmetry harder baseline candidate pool,final_solve,True,2.42878,2.4643718330189586,2.42878
random_3sat_control,random_3sat_control_v260_c1113_seed3306,random_3sat_control_v260_c1113_seed3306,base,6,event_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,base,False,SAT symmetry harder baseline candidate pool,static_inference,True,0.1408710479736328,0.1408710479736328,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306,random_3sat_control_v260_c1113_seed3306,base,6,event_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,base,False,SAT symmetry harder baseline candidate pool,warmup_rollout_collect_events,True,0.001045,0.004919374943710864,0.001045
random_3sat_control,random_3sat_control_v260_c1113_seed3306,random_3sat_control_v260_c1113_seed3306,base,6,event_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,base,False,SAT symmetry harder baseline candidate pool,event_feature_attach,True,0.00015987490769475698,0.00015987490769475698,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306,random_3sat_control_v260_c1113_seed3306,base,6,event_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,base,False,SAT symmetry harder baseline candidate pool,adapter_inference,True,0.0021851062774658203,0.0021851062774658203,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306,random_3sat_control_v260_c1113_seed3306,base,6,event_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,base,False,SAT symmetry harder baseline candidate pool,final_solve,True,2.63188,2.6779925420414656,2.63188
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,plain_unguided_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,static_inference,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,plain_unguided_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,warmup_rollout_collect_events,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,plain_unguided_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,event_feature_attach,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,plain_unguided_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,adapter_inference,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,plain_unguided_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,final_solve,True,1.68997,1.7226272079860792,1.68997
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,neutral_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,static_inference,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,neutral_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,warmup_rollout_collect_events,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,neutral_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,event_feature_attach,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,neutral_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,adapter_inference,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,neutral_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,final_solve,True,2.54258,2.597082666005008,2.54258
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,static_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,static_inference,True,0.1408710479736328,0.1408710479736328,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,static_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,warmup_rollout_collect_events,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,static_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,event_feature_attach,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,static_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,adapter_inference,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,static_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,final_solve,True,2.36513,2.3991689999820665,2.36513
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,cached_trace_no_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,static_inference,True,0.1408710479736328,0.1408710479736328,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,cached_trace_no_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,warmup_rollout_collect_events,True,0.001088,0.0046634169993922114,0.001088
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,cached_trace_no_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,event_feature_attach,True,0.0001635829685255885,0.0001635829685255885,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,cached_trace_no_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,adapter_inference,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,cached_trace_no_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,final_solve,True,2.36513,2.3991689999820665,2.36513
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,event_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,static_inference,True,0.1408710479736328,0.1408710479736328,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,event_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,warmup_rollout_collect_events,True,0.001088,0.0046634169993922114,0.001088
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,event_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,event_feature_attach,True,0.0001635829685255885,0.0001635829685255885,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,event_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,adapter_inference,True,0.0021851062774658203,0.0021851062774658203,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control_v260_c1113_seed3306,perm_seed1730,7,event_adapter_final,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,final_solve,True,2.59731,2.6450924170203507,2.59731
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1731,random_3sat_control_v260_c1113_seed3306,perm_seed1731,8,plain_unguided_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,static_inference,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1731,random_3sat_control_v260_c1113_seed3306,perm_seed1731,8,plain_unguided_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,warmup_rollout_collect_events,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1731,random_3sat_control_v260_c1113_seed3306,perm_seed1731,8,plain_unguided_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,event_feature_attach,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1731,random_3sat_control_v260_c1113_seed3306,perm_seed1731,8,plain_unguided_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,adapter_inference,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1731,random_3sat_control_v260_c1113_seed3306,perm_seed1731,8,plain_unguided_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,final_solve,True,2.39042,2.4374960840214044,2.39042
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1731,random_3sat_control_v260_c1113_seed3306,perm_seed1731,8,neutral_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,static_inference,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1731,random_3sat_control_v260_c1113_seed3306,perm_seed1731,8,neutral_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,warmup_rollout_collect_events,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1731,random_3sat_control_v260_c1113_seed3306,perm_seed1731,8,neutral_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,event_feature_attach,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1731,random_3sat_control_v260_c1113_seed3306,perm_seed1731,8,neutral_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,adapter_inference,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1731,random_3sat_control_v260_c1113_seed3306,perm_seed1731,8,neutral_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,final_solve,True,2.54041,2.5815119160106406,2.54041
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1731,random_3sat_control_v260_c1113_seed3306,perm_seed1731,8,static_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,static_inference,True,8.590188026428223,8.590188026428223,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1731,random_3sat_control_v260_c1113_seed3306,perm_seed1731,8,static_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,warmup_rollout_collect_events,False,0.0,0.0,0.0
random_3sat_control,random_3sat_control_v260_c1113_seed3306_perm1731,random_3sat_control_v260_c1113_seed3306,perm_seed1731,8,static_weighted_glucose,0,1,1,1,/Users/cchao/EchoSAT/RLAF/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_2_WC1_HardNeg_Full/iter=15.pt,glucose,enhanced,False,patched_pretrue_main,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,permutation_variant,True,SAT symmetry harder baseline candidate pool,event_feature_attach,False,0.0,0.0,0.0
