iteration,base_instance_id,variant,family,echosat_replay_role,echosat_search_ok,echosat_search_blowup,echosat_positive_allowed,echosat_symmetry_reward,grpo_raw_advantage_unclamped,grpo_final_advantage,positive_raw_advantage_unclamped,positive_final_advantage,offline_positive_but_search_bad,echosat_positive_blocked_control,echosat_positive_blocked_subset_failure,echosat_positive_blocked_anchor_failure,echosat_positive_blocked_hard_negative_failure
0,k10_color9,perm_seed1730,complete_coloring,hard_negative_failure,False,True,False,0.0,0.3109818784726207,0.0,True,False,False,False,False,False,True
0,k10_color9,perm_seed1730,complete_coloring,hard_negative_failure,False,True,False,0.0,0.3675904701746691,0.0,True,False,False,False,False,False,True
0,k10_color9,perm_seed1730,complete_coloring,hard_negative_failure,False,True,False,0.0,0.4598656153456897,0.0,True,False,False,False,False,False,True
0,k10_color9,perm_seed1730,complete_coloring,hard_negative_failure,False,True,False,0.0,0.6088770428261974,0.0,True,False,False,False,False,False,True
0,k10_color9,perm_seed1730,complete_coloring,hard_negative_failure,False,True,False,0.0,0.3505908600044493,0.0,True,False,False,False,False,False,True
0,k10_color9,perm_seed1730,complete_coloring,hard_negative_failure,False,True,False,0.0,1.30678924690907,0.0,True,False,False,False,False,False,True
0,k10_color9,perm_seed1730,complete_coloring,hard_negative_failure,False,True,False,0.0,0.2044358126187093,0.0,True,False,False,False,False,False,True
0,k10_color9,perm_seed1730,complete_coloring,hard_negative_failure,False,True,False,0.0,0.1364718954499227,0.0,True,False,False,False,False,False,True
0,k10_color9,perm_seed1730,complete_coloring,hard_negative_failure,False,True,False,0.0,0.1302836232164517,0.0,True,False,False,False,False,False,True
0,k10_color9,perm_seed1730,complete_coloring,hard_negative_failure,False,True,False,0.0,0.220372426630961,0.0,True,False,False,False,False,False,True
0,k10_color9,perm_seed1730,complete_coloring,hard_negative_failure,False,True,False,0.0,1.45336672433523,0.0,True,False,False,False,False,False,True
0,k10_color9,perm_seed1731,complete_coloring,hard_negative_failure,False,True,False,0.0,0.4044443536575772,0.0,True,False,False,False,False,False,True
0,k10_color9,perm_seed1731,complete_coloring,hard_negative_failure,False,True,False,0.0,0.2578853363467362,0.0,True,False,False,False,False,False,True
0,k10_color9,perm_seed1731,complete_coloring,hard_negative_failure,False,True,False,0.0,0.9698099080076806,0.0,True,False,False,False,False,False,True
0,k10_color9,perm_seed1731,complete_coloring,hard_negative_failure,False,True,False,0.0,0.9622348733351044,0.0,True,False,False,False,False,False,True
0,k10_color9,perm_seed1731,complete_coloring,hard_negative_failure,False,True,False,0.0,0.4103387451874934,0.0,True,False,False,False,False,False,True
0,k10_color9,perm_seed1731,complete_coloring,hard_negative_failure,False,True,False,0.0,0.7648756791614728,0.0,True,False,False,False,False,False,True
0,k10_color9,perm_seed1731,complete_coloring,hard_negative_failure,False,True,False,0.0,0.989440282875413,0.0,True,False,False,False,False,False,True
0,php_p10_h9,base,php,hard_negative_failure,False,True,False,0.0,0.1317265332096758,0.0,True,False,False,False,False,False,True
0,php_p10_h9,base,php,hard_negative_failure,False,True,False,0.0,0.2902153368759494,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1730,php,hard_negative_failure,False,True,False,0.0,1.009675357965389,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1730,php,hard_negative_failure,False,True,False,0.0,0.2238799772506633,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1730,php,hard_negative_failure,False,True,False,0.0,0.3523971300033906,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1730,php,hard_negative_failure,False,True,False,0.0,0.7580853619028505,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1730,php,hard_negative_failure,False,True,False,0.0,0.8506298012144272,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1730,php,hard_negative_failure,False,True,False,0.0,0.5100712779652051,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1730,php,hard_negative_failure,False,True,False,0.0,0.7893599918527076,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1730,php,hard_negative_failure,False,True,False,0.0,0.0656411937961425,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1730,php,hard_negative_failure,False,True,False,0.0,0.1311143998731863,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1730,php,hard_negative_failure,False,True,False,0.0,0.0803129870963614,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1731,php,hard_negative_failure,False,True,False,0.0,0.9878494075953224,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1731,php,hard_negative_failure,False,True,False,0.0,0.0566337645019332,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1731,php,hard_negative_failure,False,True,False,0.0,0.2433936822345627,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1731,php,hard_negative_failure,False,True,False,0.0,0.168047941332002,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1731,php,hard_negative_failure,False,True,False,0.0,0.5713121357647885,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1731,php,hard_negative_failure,False,True,False,0.0,0.7932901882873248,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1731,php,hard_negative_failure,False,True,False,0.0,0.7196296138137186,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1731,php,hard_negative_failure,False,True,False,0.0,0.8581408800545233,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1731,php,hard_negative_failure,False,True,False,0.0,0.807200098587062,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1731,php,hard_negative_failure,False,True,False,0.0,1.2419844100882902,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1732,php,hard_negative_failure,False,True,False,0.0,0.4110001384204798,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1732,php,hard_negative_failure,False,True,False,0.0,0.5249493916545053,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1732,php,hard_negative_failure,False,True,False,0.0,0.645311246457503,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1733,php,hard_negative_failure,False,True,False,0.0,1.2839211992697268,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1733,php,hard_negative_failure,False,True,False,0.0,1.44420199246183,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1733,php,hard_negative_failure,False,True,False,0.0,0.9333241135732284,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1733,php,hard_negative_failure,False,True,False,0.0,0.4371439110999618,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1733,php,hard_negative_failure,False,True,False,0.0,0.0393435166421001,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1733,php,hard_negative_failure,False,True,False,0.0,0.1547608250709111,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1733,php,hard_negative_failure,False,True,False,0.0,0.0617589633468333,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1733,php,hard_negative_failure,False,True,False,0.0,1.0122216989655966,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1733,php,hard_negative_failure,False,True,False,0.0,0.8593043992007942,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1734,php,hard_negative_failure,False,True,False,0.0,0.2554799470046897,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1734,php,hard_negative_failure,False,True,False,0.0,0.1121052050330567,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1734,php,hard_negative_failure,False,True,False,0.0,0.9201730625231082,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1734,php,hard_negative_failure,False,True,False,0.0,0.0521512030701129,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1734,php,hard_negative_failure,False,True,False,0.0,1.084907684132085,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1734,php,hard_negative_failure,False,True,False,0.0,1.018961621816481,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1734,php,hard_negative_failure,False,True,False,0.0,0.2693532507603259,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1734,php,hard_negative_failure,False,True,False,0.0,1.0812748378675603,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1734,php,hard_negative_failure,False,True,False,0.0,1.0475907393321051,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1734,php,hard_negative_failure,False,True,False,0.0,0.8821183625704264,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1735,php,hard_negative_failure,False,True,False,0.0,0.5214665641560747,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1735,php,hard_negative_failure,False,True,False,0.0,0.7430282985085354,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1735,php,hard_negative_failure,False,True,False,0.0,0.1867765178982881,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1735,php,hard_negative_failure,False,True,False,0.0,0.5287341130212554,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1737,php,hard_negative_failure,False,True,False,0.0,1.504370725521317,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1737,php,hard_negative_failure,False,True,False,0.0,0.2734910495395034,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1737,php,hard_negative_failure,False,True,False,0.0,0.9318934961136768,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1737,php,hard_negative_failure,False,True,False,0.0,1.2991477523821753,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1737,php,hard_negative_failure,False,True,False,0.0,1.1757423378602625,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1737,php,hard_negative_failure,False,True,False,0.0,0.638126756876242,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1737,php,hard_negative_failure,False,True,False,0.0,0.3853282069164698,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1737,php,hard_negative_failure,False,True,False,0.0,0.0268138827725826,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1737,php,hard_negative_failure,False,True,False,0.0,0.4871855002474982,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1738,php,hard_negative_failure,False,True,False,0.0,0.1699064212776152,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1738,php,hard_negative_failure,False,True,False,0.0,2.170595953738069,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1738,php,hard_negative_failure,False,True,False,0.0,0.3332454901394264,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1738,php,hard_negative_failure,False,True,False,0.0,1.283146299237386,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1738,php,hard_negative_failure,False,True,False,0.0,1.0792634894696649,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1738,php,hard_negative_failure,False,True,False,0.0,1.2150199299590232,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1739,php,hard_negative_failure,False,True,False,0.0,1.4299234936678566,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1739,php,hard_negative_failure,False,True,False,0.0,0.3856082107843689,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1739,php,hard_negative_failure,False,True,False,0.0,0.6970194900426838,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1739,php,hard_negative_failure,False,True,False,0.0,0.3109624233002044,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1739,php,hard_negative_failure,False,True,False,0.0,1.287829015374584,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1739,php,hard_negative_failure,False,True,False,0.0,0.9503357123090956,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1739,php,hard_negative_failure,False,True,False,0.0,1.0167722721795736,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1739,php,hard_negative_failure,False,True,False,0.0,0.1938946514267888,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1740,php,hard_negative_failure,False,True,False,0.0,0.0153778017297197,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1741,php,hard_negative_failure,False,True,False,0.0,0.609415842138989,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1742,php,hard_negative_failure,False,True,False,0.0,0.297921307903959,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1742,php,hard_negative_failure,False,True,False,0.0,0.3000276627279674,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1742,php,hard_negative_failure,False,True,False,0.0,0.5024201015667289,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1742,php,hard_negative_failure,False,True,False,0.0,0.7286028187048432,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1743,php,hard_negative_failure,False,True,False,0.0,0.0745825329275724,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1743,php,hard_negative_failure,False,True,False,0.0,0.3541018055998371,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1744,php,hard_negative_failure,False,True,False,0.0,0.5968935400846586,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1745,php,hard_negative_failure,False,True,False,0.0,0.6747045619833534,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1745,php,hard_negative_failure,False,True,False,0.0,1.1965935087041275,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1745,php,hard_negative_failure,False,True,False,0.0,0.2111683754242461,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1745,php,hard_negative_failure,False,True,False,0.0,0.2290403363422081,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1745,php,hard_negative_failure,False,True,False,0.0,0.6469085045370757,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1745,php,hard_negative_failure,False,True,False,0.0,1.242672722319601,0.0,True,False,False,False,False,False,True
0,php_p10_h9,perm_seed1745,php,hard_negative_failure,False,True,False,0.0,0.2349646604505414,0.0,True,False,False,False,False,False,True
0,php_p9_h8,perm_seed1734,php,anchor_failure,False,True,False,0.0,0.0926625196358644,0.0,True,False,False,False,False,True,False
0,php_p9_h8,perm_seed1734,php,anchor_failure,False,True,False,0.0,0.4593710042663305,0.0,True,False,False,False,False,True,False
0,php_p9_h8,perm_seed1734,php,anchor_failure,False,True,False,0.0,0.4415001110001665,0.0,True,False,False,False,False,True,False
0,php_p9_h8,perm_seed1734,php,anchor_failure,False,True,False,0.0,0.5999724119186832,0.0,True,False,False,False,False,True,False
0,php_p9_h8,perm_seed1739,php,anchor_failure,False,True,False,0.0,1.1066598001481265,0.0,True,False,False,False,False,True,False
0,php_p9_h8,perm_seed1739,php,anchor_failure,False,True,False,0.0,0.42660024452348,0.0,True,False,False,False,False,True,False
0,php_p9_h8,perm_seed1739,php,anchor_failure,False,True,False,0.0,1.082562107944906,0.0,True,False,False,False,False,True,False
0,php_p9_h8,perm_seed1739,php,anchor_failure,False,True,False,0.0,0.251181913385602,0.0,True,False,False,False,False,True,False
0,php_p9_h8,perm_seed1739,php,anchor_failure,False,True,False,0.0,0.147881307602566,0.0,True,False,False,False,False,True,False
0,php_p9_h8,perm_seed1745,php,anchor_failure,False,True,False,0.0,1.4060420790893853,0.0,True,False,False,False,False,True,False
0,php_p9_h8,perm_seed1745,php,anchor_failure,False,True,False,0.0,0.952993314619775,0.0,True,False,False,False,False,True,False
0,php_p9_h8,perm_seed1745,php,anchor_failure,False,True,False,0.0,0.4896399910049107,0.0,True,False,False,False,False,True,False
0,php_p9_h8,perm_seed1745,php,anchor_failure,False,True,False,0.0,0.9511561470958314,0.0,True,False,False,False,False,True,False
0,php_p9_h8,perm_seed1745,php,anchor_failure,False,True,False,0.0,0.9429867161579508,0.0,True,False,False,False,False,True,False
0,php_p9_h8,perm_seed1745,php,anchor_failure,False,True,False,0.0,0.0929522899662869,0.0,True,False,False,False,False,True,False
0,random_3sat_control_v45_c191_seed1924,base,random_3sat_control,random_control,False,True,False,0.0,0.8069457703297356,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,base,random_3sat_control,random_control,False,True,False,0.0,1.1515801737905198,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,base,random_3sat_control,random_control,False,True,False,0.0,0.3401897222548528,0.0,True,False,False,False,False,False,False
