iteration,base_instance_id,variant,family,echosat_replay_role,echosat_search_ok,echosat_search_blowup,echosat_positive_allowed,echosat_symmetry_reward,grpo_raw_advantage_unclamped,grpo_final_advantage,positive_raw_advantage_unclamped,positive_final_advantage,offline_positive_but_search_bad,echosat_positive_blocked_control,echosat_positive_blocked_subset_failure,echosat_positive_blocked_anchor_failure,echosat_positive_blocked_hard_negative_failure
0,random_3sat_control_v45_c191_seed1924,base,random_3sat_control,random_control,False,True,False,0.0,1.1588197699343752,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,base,random_3sat_control,random_control,False,True,False,0.0,0.931544126257036,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,base,random_3sat_control,random_control,False,True,False,0.0,0.3081846302153976,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,base,random_3sat_control,random_control,False,True,False,0.0,1.061887524857499,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,base,random_3sat_control,random_control,False,True,False,0.0,1.0000160763133907,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1730,random_3sat_control,random_control,False,True,False,0.0,0.8107318224147725,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1730,random_3sat_control,random_control,False,True,False,0.0,0.3270842172596502,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1730,random_3sat_control,random_control,False,True,False,0.0,0.8087392509664516,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1730,random_3sat_control,random_control,False,True,False,0.0,0.7942812527401993,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1730,random_3sat_control,random_control,False,True,False,0.0,0.9549737768409582,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1730,random_3sat_control,random_control,False,True,False,0.0,0.7588874706728628,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1730,random_3sat_control,random_control,False,True,False,0.0,0.4742330461290249,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1730,random_3sat_control,random_control,False,True,False,0.0,0.2033006558498357,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1730,random_3sat_control,random_control,False,True,False,0.0,0.4005711003024045,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1730,random_3sat_control,random_control,False,True,False,0.0,0.5658647583895853,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1730,random_3sat_control,random_control,False,True,False,0.0,0.2897453806204749,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1731,random_3sat_control,random_control,False,True,False,0.0,1.148996011442356,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1731,random_3sat_control,random_control,False,True,False,0.0,0.4008430232610705,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1731,random_3sat_control,random_control,False,True,False,0.0,0.7088288650296449,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1731,random_3sat_control,random_control,False,True,False,0.0,0.7525154223058973,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1731,random_3sat_control,random_control,False,True,False,0.0,0.8620477387789913,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1731,random_3sat_control,random_control,False,True,False,0.0,0.8044560969421934,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1731,random_3sat_control,random_control,False,True,False,0.0,0.6546254579816327,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1731,random_3sat_control,random_control,False,True,False,0.0,0.4820755735440368,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1731,random_3sat_control,random_control,False,True,False,0.0,0.7931262354235002,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1731,random_3sat_control,random_control,False,True,False,0.0,0.350731194434454,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1732,random_3sat_control,random_control,False,True,False,0.0,1.7110690763704908,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1732,random_3sat_control,random_control,False,True,False,0.0,1.3209637118093418,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1732,random_3sat_control,random_control,False,True,False,0.0,1.6183597820668356,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1732,random_3sat_control,random_control,False,True,False,0.0,0.1492337615678192,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1732,random_3sat_control,random_control,False,True,False,0.0,1.3746473230710825,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1732,random_3sat_control,random_control,False,True,False,0.0,0.3209392948981961,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1733,random_3sat_control,random_control,False,True,False,0.0,1.1952251960133604,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1733,random_3sat_control,random_control,False,True,False,0.0,0.3452140330426154,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1733,random_3sat_control,random_control,False,True,False,0.0,0.3759389127912683,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1733,random_3sat_control,random_control,False,True,False,0.0,1.9015983777758363,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1733,random_3sat_control,random_control,False,True,False,0.0,1.3670036590202854,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1733,random_3sat_control,random_control,False,True,False,0.0,1.2530550500376243,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1734,random_3sat_control,random_control,False,True,False,0.0,0.8407330421101042,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1734,random_3sat_control,random_control,False,True,False,0.0,0.8168461674883997,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1734,random_3sat_control,random_control,False,True,False,0.0,0.2192507642943406,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1734,random_3sat_control,random_control,False,True,False,0.0,1.2162804547484227,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1734,random_3sat_control,random_control,False,True,False,0.0,1.343723575160824,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1734,random_3sat_control,random_control,False,True,False,0.0,0.8105963935390492,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1734,random_3sat_control,random_control,False,True,False,0.0,0.5327893427072786,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1734,random_3sat_control,random_control,False,True,False,0.0,0.8373514477814581,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1735,random_3sat_control,random_control,False,True,False,0.0,0.9768030112833536,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1735,random_3sat_control,random_control,False,True,False,0.0,1.1520051240872116,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1735,random_3sat_control,random_control,False,True,False,0.0,0.4959999569549846,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1735,random_3sat_control,random_control,False,True,False,0.0,0.879973680081332,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1735,random_3sat_control,random_control,False,True,False,0.0,1.1089060134065538,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1735,random_3sat_control,random_control,False,True,False,0.0,0.9991603315479668,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1735,random_3sat_control,random_control,False,True,False,0.0,0.8651266724801151,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1735,random_3sat_control,random_control,False,True,False,0.0,0.2700286282179988,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1735,random_3sat_control,random_control,False,True,False,0.0,0.6284620037741665,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1736,random_3sat_control,random_control,False,True,False,0.0,0.1411742839491162,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1736,random_3sat_control,random_control,False,True,False,0.0,1.0709663431402707,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1736,random_3sat_control,random_control,False,True,False,0.0,0.5369663233251214,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1736,random_3sat_control,random_control,False,True,False,0.0,0.2953951396644675,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1736,random_3sat_control,random_control,False,True,False,0.0,0.5624745831807191,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1736,random_3sat_control,random_control,False,True,False,0.0,0.5141459274939326,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1736,random_3sat_control,random_control,False,True,False,0.0,0.6148529790971082,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1736,random_3sat_control,random_control,False,True,False,0.0,0.7736905148175318,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1736,random_3sat_control,random_control,False,True,False,0.0,0.7640171465403395,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1736,random_3sat_control,random_control,False,True,False,0.0,0.5399551525053583,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1736,random_3sat_control,random_control,False,True,False,0.0,0.8931229996887322,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1737,random_3sat_control,random_control,False,True,False,0.0,0.1482121778091667,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1737,random_3sat_control,random_control,False,True,False,0.0,0.7601309814288438,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1737,random_3sat_control,random_control,False,True,False,0.0,0.9658908495218852,0.0,True,False,False,False,False,False,False
0,random_3sat_control_v45_c191_seed1924,perm_seed1737,random_3sat_control,random_control,False,True,False,0.0,0.8172623735304838,0.0,True,False,False,False,False,False,False
