candidate_label,warmup_conflicts,family,base_instance_id,variant,repeat_id,target_role,reference_search_ok,candidate_search_ok,search_ok_lost_vs_reference,search_ok_gained_vs_reference,candidate_search_blowup,candidate_cpu_only_win,protocol_win_search_bad_candidate,adapter_cached_decisions_delta_reference,adapter_cached_decisions_delta_candidate,adapter_cached_decisions_delta_change_vs_reference,adapter_cached_conflicts_delta_reference,adapter_cached_conflicts_delta_candidate,adapter_cached_conflicts_delta_change_vs_reference,adapter_cached_final_cpu_delta_reference,adapter_cached_final_cpu_delta_candidate,adapter_cached_final_cpu_delta_change_vs_reference,adapter_plain_protocol_delta_candidate
iter=80,3,subset_cardinality,subset_cardinality_bw12,base,0,subset_other_variant,False,False,False,False,True,False,False,50.0,41.0,-9.0,-6.0,-3.0,3.0,0.002615,2.1999999999999993e-05,-0.0025930000000000003,0.3745011640247106
iter=80,3,subset_cardinality,subset_cardinality_bw12,base,1,subset_other_variant,False,False,False,False,True,True,False,50.0,41.0,-9.0,-6.0,-3.0,3.0,0.001686,-0.0001279999999999,-0.0018139999999999,0.1646850921530127
iter=80,3,subset_cardinality,subset_cardinality_bw12,base,2,subset_other_variant,False,False,False,False,True,True,False,50.0,41.0,-9.0,-6.0,-3.0,3.0,-0.004012,-0.001418,0.002594,0.1124122629994154
iter=80,3,subset_cardinality,subset_cardinality_bw12,perm_seed1730,0,subset_perm_failure,False,False,False,False,True,False,False,35.0,45.0,10.0,28.0,43.0,15.0,-0.001997,0.002466,0.004463,0.0790223997154831
iter=80,3,subset_cardinality,subset_cardinality_bw12,perm_seed1730,1,subset_perm_failure,False,False,False,False,True,False,False,35.0,45.0,10.0,28.0,43.0,15.0,-0.0025269999999999,0.002162,0.0046889999999999,0.083054141343355
iter=80,3,subset_cardinality,subset_cardinality_bw12,perm_seed1730,2,subset_perm_failure,False,False,False,False,True,False,False,35.0,45.0,10.0,28.0,43.0,15.0,0.000237,0.000667,0.00042999999999999994,0.0779466190059185
iter=80,3,subset_cardinality,subset_cardinality_bw12,perm_seed1731,0,subset_other_variant,False,False,False,False,True,False,False,-5.0,-15.0,-10.0,16.0,11.0,-5.0,-0.0002309999999999,0.0012039999999999,0.0014349999999998,0.0780190383014081
iter=80,3,subset_cardinality,subset_cardinality_bw12,perm_seed1731,1,subset_other_variant,False,False,False,False,True,True,False,-5.0,-15.0,-10.0,16.0,11.0,-5.0,-0.0013049999999999,-0.0004759999999999,0.000829,0.080673418095231
iter=80,3,subset_cardinality,subset_cardinality_bw12,perm_seed1731,2,subset_other_variant,False,False,False,False,True,True,False,-5.0,-15.0,-10.0,16.0,11.0,-5.0,0.002355,-0.001173,-0.003528,0.0737477123449444
v1_2_iter15,1,subset_cardinality,subset_cardinality_bw12,base,0,subset_other_variant,False,False,False,False,True,True,False,18.0,18.0,0.0,13.0,13.0,0.0,-0.001654,-0.001654,0.0,0.3162157051200866
v1_2_iter15,1,subset_cardinality,subset_cardinality_bw12,base,1,subset_other_variant,False,False,False,False,True,False,False,18.0,18.0,0.0,13.0,13.0,0.0,0.001783,0.001783,0.0,0.609604413945794
v1_2_iter15,1,subset_cardinality,subset_cardinality_bw12,base,2,subset_other_variant,False,False,False,False,True,False,False,18.0,18.0,0.0,13.0,13.0,0.0,0.005699,0.005699,0.0,0.7048382154017687
v1_2_iter15,1,subset_cardinality,subset_cardinality_bw12,perm_seed1730,0,subset_perm_failure,False,False,False,False,True,True,False,41.0,41.0,0.0,42.0,42.0,0.0,-0.001526,-0.001526,0.0,0.2139427292070388
v1_2_iter15,1,subset_cardinality,subset_cardinality_bw12,perm_seed1730,1,subset_perm_failure,False,False,False,False,True,True,False,41.0,41.0,0.0,42.0,42.0,0.0,-0.0001529999999999,-0.0001529999999999,0.0,0.0689249157074093
v1_2_iter15,1,subset_cardinality,subset_cardinality_bw12,perm_seed1730,2,subset_perm_failure,False,False,False,False,True,False,False,41.0,41.0,0.0,42.0,42.0,0.0,0.0003279999999999,0.0003279999999999,0.0,0.0553442232388258
v1_2_iter15,1,subset_cardinality,subset_cardinality_bw12,perm_seed1731,0,subset_other_variant,False,False,False,False,True,False,False,20.0,20.0,0.0,20.0,20.0,0.0,0.000145,0.000145,0.0,0.218491486010015
v1_2_iter15,1,subset_cardinality,subset_cardinality_bw12,perm_seed1731,1,subset_other_variant,False,False,False,False,True,True,False,20.0,20.0,0.0,20.0,20.0,0.0,-5.000000000000013e-05,-5.000000000000013e-05,0.0,0.0688358261818289
v1_2_iter15,1,subset_cardinality,subset_cardinality_bw12,perm_seed1731,2,subset_other_variant,False,False,False,False,True,False,False,20.0,20.0,0.0,20.0,20.0,0.0,0.003929,0.003929,0.0,0.0502379467001556
v1_2_iter15,3,subset_cardinality,subset_cardinality_bw12,base,0,subset_other_variant,False,False,False,False,True,False,False,50.0,50.0,0.0,-6.0,-6.0,0.0,0.002615,0.002615,0.0,0.0883504050303101
v1_2_iter15,3,subset_cardinality,subset_cardinality_bw12,base,1,subset_other_variant,False,False,False,False,True,False,False,50.0,50.0,0.0,-6.0,-6.0,0.0,0.001686,0.001686,0.0,0.1291980129595399
v1_2_iter15,3,subset_cardinality,subset_cardinality_bw12,base,2,subset_other_variant,False,False,False,False,True,True,False,50.0,50.0,0.0,-6.0,-6.0,0.0,-0.004012,-0.004012,0.0,0.0942749737204313
v1_2_iter15,3,subset_cardinality,subset_cardinality_bw12,perm_seed1730,0,subset_perm_failure,False,False,False,False,True,True,False,35.0,35.0,0.0,28.0,28.0,0.0,-0.001997,-0.001997,0.0,0.0328946780716776
v1_2_iter15,3,subset_cardinality,subset_cardinality_bw12,perm_seed1730,1,subset_perm_failure,False,False,False,False,True,True,False,35.0,35.0,0.0,28.0,28.0,0.0,-0.0025269999999999,-0.0025269999999999,0.0,0.0448983739002347
v1_2_iter15,3,subset_cardinality,subset_cardinality_bw12,perm_seed1730,2,subset_perm_failure,False,False,False,False,True,False,False,35.0,35.0,0.0,28.0,28.0,0.0,0.000237,0.000237,0.0,0.0365831946421265
v1_2_iter15,3,subset_cardinality,subset_cardinality_bw12,perm_seed1731,0,subset_other_variant,False,False,False,False,True,True,False,-5.0,-5.0,0.0,16.0,16.0,0.0,-0.0002309999999999,-0.0002309999999999,0.0,0.0346913343574404
v1_2_iter15,3,subset_cardinality,subset_cardinality_bw12,perm_seed1731,1,subset_other_variant,False,False,False,False,True,True,False,-5.0,-5.0,0.0,16.0,16.0,0.0,-0.0013049999999999,-0.0013049999999999,0.0,0.0421934303213952
v1_2_iter15,3,subset_cardinality,subset_cardinality_bw12,perm_seed1731,2,subset_other_variant,False,False,False,False,True,False,False,-5.0,-5.0,0.0,16.0,16.0,0.0,0.002355,0.002355,0.0,0.0401267900249362
