pair_id,repeat_id,base_instance_id,variant,plain_method_count,neutral_method_count,plain_final_result,neutral_final_result,plain_final_solved,neutral_final_solved,plain_final_decisions,neutral_final_decisions,plain_final_conflicts,neutral_final_conflicts,plain_final_cpu_time,neutral_final_cpu_time,final_cpu_time_delta,result_match,solved_match,decisions_match,conflicts_match,accepted,rejection_reason
repeat=0|base=dominating_set_hex_3x5_s3|variant=base,0,dominating_set_hex_3x5_s3,base,1,1,SATISFIABLE,SATISFIABLE,True,True,6,6,0,0,0.002235,0.002209,-2.599999999999998e-05,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x5_s3|variant=perm_seed1730,0,dominating_set_hex_3x5_s3,perm_seed1730,1,1,SATISFIABLE,SATISFIABLE,True,True,1,1,0,0,0.002131,0.002162,3.099999999999978e-05,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x5_s3|variant=perm_seed1731,0,dominating_set_hex_3x5_s3,perm_seed1731,1,1,SATISFIABLE,SATISFIABLE,True,True,5,5,0,0,0.002313,0.002221,-9.200000000000007e-05,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x5_s3|variant=perm_seed1732,0,dominating_set_hex_3x5_s3,perm_seed1732,1,1,SATISFIABLE,SATISFIABLE,True,True,1,1,0,0,0.002412,0.002445,3.300000000000004e-05,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x5_s3|variant=perm_seed1733,0,dominating_set_hex_3x5_s3,perm_seed1733,1,1,SATISFIABLE,SATISFIABLE,True,True,1,1,0,0,0.002384,0.002277,-0.00010699999999999989,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x5_s3|variant=perm_seed1734,0,dominating_set_hex_3x5_s3,perm_seed1734,1,1,SATISFIABLE,SATISFIABLE,True,True,5,5,1,1,0.002605,0.002298,-0.000307,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x5_s3|variant=perm_seed1735,0,dominating_set_hex_3x5_s3,perm_seed1735,1,1,SATISFIABLE,SATISFIABLE,True,True,1,1,0,0,0.002295,0.00229,-5.00000000000023e-06,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x5_s3|variant=perm_seed1736,0,dominating_set_hex_3x5_s3,perm_seed1736,1,1,SATISFIABLE,SATISFIABLE,True,True,1,1,0,0,0.002115,0.002196,8.099999999999991e-05,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x5_s3|variant=perm_seed1737,0,dominating_set_hex_3x5_s3,perm_seed1737,1,1,SATISFIABLE,SATISFIABLE,True,True,1,1,0,0,0.002188,0.002164,-2.3999999999999716e-05,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x5_s3|variant=perm_seed1738,0,dominating_set_hex_3x5_s3,perm_seed1738,1,1,SATISFIABLE,SATISFIABLE,True,True,1,1,0,0,0.002107,0.002252,0.00014500000000000016,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x5_s3|variant=perm_seed1739,0,dominating_set_hex_3x5_s3,perm_seed1739,1,1,SATISFIABLE,SATISFIABLE,True,True,10,10,2,2,0.002253,0.002355,0.0001020000000000001,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x5_s3|variant=perm_seed1740,0,dominating_set_hex_3x5_s3,perm_seed1740,1,1,SATISFIABLE,SATISFIABLE,True,True,2,2,0,0,0.002421,0.002387,-3.4000000000000176e-05,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x5_s3|variant=perm_seed1741,0,dominating_set_hex_3x5_s3,perm_seed1741,1,1,SATISFIABLE,SATISFIABLE,True,True,1,1,0,0,0.002289,0.002501,0.00021200000000000038,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x5_s3|variant=perm_seed1742,0,dominating_set_hex_3x5_s3,perm_seed1742,1,1,SATISFIABLE,SATISFIABLE,True,True,1,1,0,0,0.002555,0.002333,-0.00022199999999999998,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x5_s3|variant=perm_seed1743,0,dominating_set_hex_3x5_s3,perm_seed1743,1,1,SATISFIABLE,SATISFIABLE,True,True,6,6,0,0,0.002348,0.002274,-7.399999999999985e-05,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x5_s3|variant=perm_seed1744,0,dominating_set_hex_3x5_s3,perm_seed1744,1,1,SATISFIABLE,SATISFIABLE,True,True,1,1,0,0,0.002336,0.002294,-4.199999999999994e-05,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x5_s3|variant=perm_seed1745,0,dominating_set_hex_3x5_s3,perm_seed1745,1,1,SATISFIABLE,SATISFIABLE,True,True,5,5,1,1,0.002139,0.002199,6.000000000000016e-05,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=base,0,dominating_set_hex_3x6_s4,base,1,1,SATISFIABLE,SATISFIABLE,True,True,8,8,0,0,0.038419,0.037903,-0.0005160000000000026,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1730,0,dominating_set_hex_3x6_s4,perm_seed1730,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.040919,0.040919,0.0,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1731,0,dominating_set_hex_3x6_s4,perm_seed1731,1,1,SATISFIABLE,SATISFIABLE,True,True,13,13,2,2,0.038421,0.03846,3.900000000000431e-05,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1732,0,dominating_set_hex_3x6_s4,perm_seed1732,1,1,SATISFIABLE,SATISFIABLE,True,True,11,11,1,1,0.03731,0.036954,-0.00035600000000000215,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1733,0,dominating_set_hex_3x6_s4,perm_seed1733,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.03834,0.039486,0.0011460000000000012,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1734,0,dominating_set_hex_3x6_s4,perm_seed1734,1,1,SATISFIABLE,SATISFIABLE,True,True,10,10,1,1,0.03847,0.039749,0.0012790000000000024,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1735,0,dominating_set_hex_3x6_s4,perm_seed1735,1,1,SATISFIABLE,SATISFIABLE,True,True,5,5,0,0,0.040502,0.04136,0.0008579999999999977,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1736,0,dominating_set_hex_3x6_s4,perm_seed1736,1,1,SATISFIABLE,SATISFIABLE,True,True,12,12,0,0,0.038704,0.04066,0.0019559999999999994,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1737,0,dominating_set_hex_3x6_s4,perm_seed1737,1,1,SATISFIABLE,SATISFIABLE,True,True,8,8,1,1,0.040647,0.040446,-0.0002009999999999998,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1738,0,dominating_set_hex_3x6_s4,perm_seed1738,1,1,SATISFIABLE,SATISFIABLE,True,True,11,11,1,1,0.03882,0.039192,0.00037199999999999733,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1739,0,dominating_set_hex_3x6_s4,perm_seed1739,1,1,SATISFIABLE,SATISFIABLE,True,True,11,11,2,2,0.038071,0.038513,0.00044199999999999795,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1740,0,dominating_set_hex_3x6_s4,perm_seed1740,1,1,SATISFIABLE,SATISFIABLE,True,True,8,8,0,0,0.038508,0.038719,0.00021100000000000285,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1741,0,dominating_set_hex_3x6_s4,perm_seed1741,1,1,SATISFIABLE,SATISFIABLE,True,True,11,11,2,2,0.037826,0.037871,4.500000000000337e-05,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1742,0,dominating_set_hex_3x6_s4,perm_seed1742,1,1,SATISFIABLE,SATISFIABLE,True,True,9,9,1,1,0.037771,0.037931,0.00016000000000000042,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1743,0,dominating_set_hex_3x6_s4,perm_seed1743,1,1,SATISFIABLE,SATISFIABLE,True,True,11,11,3,3,0.039271,0.03965,0.0003789999999999974,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1744,0,dominating_set_hex_3x6_s4,perm_seed1744,1,1,SATISFIABLE,SATISFIABLE,True,True,11,11,1,1,0.036176,0.037297,0.001120999999999997,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1745,0,dominating_set_hex_3x6_s4,perm_seed1745,1,1,SATISFIABLE,SATISFIABLE,True,True,5,5,0,0,0.036772,0.03628,-0.0004919999999999994,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=base,0,even_colouring_torus_4x5_split,base,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.00063,0.000723,9.299999999999998e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1730,0,even_colouring_torus_4x5_split,perm_seed1730,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000646,0.000632,-1.4000000000000015e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1731,0,even_colouring_torus_4x5_split,perm_seed1731,1,1,SATISFIABLE,SATISFIABLE,True,True,23,23,0,0,0.000661,0.000642,-1.9000000000000028e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1732,0,even_colouring_torus_4x5_split,perm_seed1732,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000632,0.000655,2.3000000000000017e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1733,0,even_colouring_torus_4x5_split,perm_seed1733,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000671,0.000702,3.0999999999999995e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1734,0,even_colouring_torus_4x5_split,perm_seed1734,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000626,0.000878,0.00025199999999999995,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1735,0,even_colouring_torus_4x5_split,perm_seed1735,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000705,0.000775,6.999999999999997e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1736,0,even_colouring_torus_4x5_split,perm_seed1736,1,1,SATISFIABLE,SATISFIABLE,True,True,23,23,0,0,0.000619,0.000659,3.9999999999999996e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1737,0,even_colouring_torus_4x5_split,perm_seed1737,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000654,0.000682,2.800000000000003e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1738,0,even_colouring_torus_4x5_split,perm_seed1738,1,1,SATISFIABLE,SATISFIABLE,True,True,23,23,0,0,0.00068,0.000667,-1.3000000000000099e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1739,0,even_colouring_torus_4x5_split,perm_seed1739,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000635,0.00067,3.499999999999998e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1740,0,even_colouring_torus_4x5_split,perm_seed1740,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000676,0.000653,-2.299999999999991e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1741,0,even_colouring_torus_4x5_split,perm_seed1741,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000643,0.000739,9.599999999999995e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1742,0,even_colouring_torus_4x5_split,perm_seed1742,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000658,0.000708,5.000000000000002e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1743,0,even_colouring_torus_4x5_split,perm_seed1743,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000709,0.000812,0.00010300000000000001,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1744,0,even_colouring_torus_4x5_split,perm_seed1744,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.00062,0.000665,4.500000000000001e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1745,0,even_colouring_torus_4x5_split,perm_seed1745,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000723,0.000822,9.900000000000002e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=base,0,even_colouring_torus_4x6_split,base,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.00069,0.000681,-9.000000000000002e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1730,0,even_colouring_torus_4x6_split,perm_seed1730,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000829,0.000731,-9.8e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1731,0,even_colouring_torus_4x6_split,perm_seed1731,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000706,0.000681,-2.5000000000000066e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1732,0,even_colouring_torus_4x6_split,perm_seed1732,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000688,0.000725,3.6999999999999924e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1733,0,even_colouring_torus_4x6_split,perm_seed1733,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000804,0.000741,-6.300000000000001e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1734,0,even_colouring_torus_4x6_split,perm_seed1734,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000659,0.000769,0.00011000000000000007,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1735,0,even_colouring_torus_4x6_split,perm_seed1735,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000763,0.000801,3.799999999999995e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1736,0,even_colouring_torus_4x6_split,perm_seed1736,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.00072,0.000683,-3.700000000000003e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1737,0,even_colouring_torus_4x6_split,perm_seed1737,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000702,0.000705,2.9999999999999645e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1738,0,even_colouring_torus_4x6_split,perm_seed1738,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000669,0.000703,3.399999999999996e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1739,0,even_colouring_torus_4x6_split,perm_seed1739,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.00068,0.000717,3.6999999999999924e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1740,0,even_colouring_torus_4x6_split,perm_seed1740,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000695,0.000685,-1.0000000000000026e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1741,0,even_colouring_torus_4x6_split,perm_seed1741,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000657,0.000671,1.4000000000000015e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1742,0,even_colouring_torus_4x6_split,perm_seed1742,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000642,0.000686,4.3999999999999985e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1743,0,even_colouring_torus_4x6_split,perm_seed1743,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000676,0.000677,1.0000000000000243e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1744,0,even_colouring_torus_4x6_split,perm_seed1744,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000652,0.000771,0.00011899999999999997,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1745,0,even_colouring_torus_4x6_split,perm_seed1745,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000672,0.000679,7.000000000000062e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=base,0,even_colouring_torus_5x5_split,base,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000674,0.000641,-3.300000000000004e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1730,0,even_colouring_torus_5x5_split,perm_seed1730,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.00066,0.000671,1.100000000000005e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1731,0,even_colouring_torus_5x5_split,perm_seed1731,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000617,0.000635,1.8000000000000004e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1732,0,even_colouring_torus_5x5_split,perm_seed1732,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000658,0.000676,1.8000000000000004e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1733,0,even_colouring_torus_5x5_split,perm_seed1733,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000617,0.000628,1.0999999999999942e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1734,0,even_colouring_torus_5x5_split,perm_seed1734,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000608,0.000651,4.299999999999996e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1735,0,even_colouring_torus_5x5_split,perm_seed1735,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000661,0.000664,2.9999999999999645e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1736,0,even_colouring_torus_5x5_split,perm_seed1736,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000662,0.000726,6.399999999999993e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1737,0,even_colouring_torus_5x5_split,perm_seed1737,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000659,0.00067,1.100000000000005e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1738,0,even_colouring_torus_5x5_split,perm_seed1738,1,1,SATISFIABLE,SATISFIABLE,True,True,28,28,0,0,0.000709,0.000646,-6.300000000000001e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1739,0,even_colouring_torus_5x5_split,perm_seed1739,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000658,0.000753,9.500000000000003e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1740,0,even_colouring_torus_5x5_split,perm_seed1740,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000656,0.000673,1.699999999999998e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1741,0,even_colouring_torus_5x5_split,perm_seed1741,1,1,SATISFIABLE,SATISFIABLE,True,True,28,28,0,0,0.000629,0.000653,2.400000000000004e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1742,0,even_colouring_torus_5x5_split,perm_seed1742,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000646,0.000687,4.100000000000002e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1743,0,even_colouring_torus_5x5_split,perm_seed1743,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.00065,0.00067,2.0000000000000052e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1744,0,even_colouring_torus_5x5_split,perm_seed1744,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000643,0.000627,-1.6000000000000064e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1745,0,even_colouring_torus_5x5_split,perm_seed1745,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000622,0.000635,1.299999999999999e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=base,0,even_colouring_torus_5x6_split,base,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000655,0.000676,2.099999999999997e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1730,0,even_colouring_torus_5x6_split,perm_seed1730,1,1,SATISFIABLE,SATISFIABLE,True,True,33,33,0,0,0.000641,0.000759,0.00011800000000000005,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1731,0,even_colouring_torus_5x6_split,perm_seed1731,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000651,0.000793,0.00014199999999999998,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1732,0,even_colouring_torus_5x6_split,perm_seed1732,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000688,0.000653,-3.499999999999998e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1733,0,even_colouring_torus_5x6_split,perm_seed1733,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000672,0.000769,9.700000000000008e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1734,0,even_colouring_torus_5x6_split,perm_seed1734,1,1,SATISFIABLE,SATISFIABLE,True,True,33,33,0,0,0.000659,0.00066,1.0000000000000243e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1735,0,even_colouring_torus_5x6_split,perm_seed1735,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000679,0.00068,1.0000000000000243e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1736,0,even_colouring_torus_5x6_split,perm_seed1736,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000648,0.000691,4.299999999999996e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1737,0,even_colouring_torus_5x6_split,perm_seed1737,1,1,SATISFIABLE,SATISFIABLE,True,True,33,33,0,0,0.000692,0.000728,3.600000000000001e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1738,0,even_colouring_torus_5x6_split,perm_seed1738,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000679,0.000691,1.1999999999999966e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1739,0,even_colouring_torus_5x6_split,perm_seed1739,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000762,0.000805,4.300000000000007e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1740,0,even_colouring_torus_5x6_split,perm_seed1740,1,1,SATISFIABLE,SATISFIABLE,True,True,33,33,0,0,0.000665,0.000663,-2.0000000000000486e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1741,0,even_colouring_torus_5x6_split,perm_seed1741,1,1,SATISFIABLE,SATISFIABLE,True,True,33,33,0,0,0.000692,0.000656,-3.600000000000001e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1742,0,even_colouring_torus_5x6_split,perm_seed1742,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.00066,0.00066,0.0,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1743,0,even_colouring_torus_5x6_split,perm_seed1743,1,1,SATISFIABLE,SATISFIABLE,True,True,33,33,0,0,0.000651,0.000639,-1.1999999999999966e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1744,0,even_colouring_torus_5x6_split,perm_seed1744,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000674,0.000658,-1.6000000000000064e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1745,0,even_colouring_torus_5x6_split,perm_seed1745,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000648,0.000644,-3.999999999999989e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_6x6_split|variant=base,0,even_colouring_torus_6x6_split,base,1,1,SATISFIABLE,SATISFIABLE,True,True,38,38,0,0,0.000679,0.000649,-3.000000000000008e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_6x6_split|variant=perm_seed1730,0,even_colouring_torus_6x6_split,perm_seed1730,1,1,SATISFIABLE,SATISFIABLE,True,True,38,38,0,0,0.00068,0.000672,-8.000000000000086e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_6x6_split|variant=perm_seed1731,0,even_colouring_torus_6x6_split,perm_seed1731,1,1,SATISFIABLE,SATISFIABLE,True,True,39,39,0,0,0.000649,0.000679,3.000000000000008e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_6x6_split|variant=perm_seed1732,0,even_colouring_torus_6x6_split,perm_seed1732,1,1,SATISFIABLE,SATISFIABLE,True,True,39,39,0,0,0.00069,0.000688,-1.99999999999994e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_6x6_split|variant=perm_seed1733,0,even_colouring_torus_6x6_split,perm_seed1733,1,1,SATISFIABLE,SATISFIABLE,True,True,38,38,0,0,0.00063,0.000701,7.099999999999999e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_6x6_split|variant=perm_seed1734,0,even_colouring_torus_6x6_split,perm_seed1734,1,1,SATISFIABLE,SATISFIABLE,True,True,39,39,0,0,0.000646,0.000687,4.100000000000002e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_6x6_split|variant=perm_seed1735,0,even_colouring_torus_6x6_split,perm_seed1735,1,1,SATISFIABLE,SATISFIABLE,True,True,38,38,0,0,0.000707,0.000654,-5.299999999999999e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_6x6_split|variant=perm_seed1736,0,even_colouring_torus_6x6_split,perm_seed1736,1,1,SATISFIABLE,SATISFIABLE,True,True,38,38,0,0,0.00067,0.000716,4.5999999999999925e-05,True,True,True,True,True,
