pair_id,repeat_id,base_instance_id,variant,plain_method_count,neutral_method_count,plain_final_result,neutral_final_result,plain_final_solved,neutral_final_solved,plain_final_decisions,neutral_final_decisions,plain_final_conflicts,neutral_final_conflicts,plain_final_cpu_time,neutral_final_cpu_time,final_cpu_time_delta,result_match,solved_match,decisions_match,conflicts_match,accepted,rejection_reason
repeat=0|base=subset_cardinality_bw10|variant=perm_seed1733,0,subset_cardinality_bw10,perm_seed1733,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,188,188,147,147,0.000734,0.000802,6.800000000000003e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw10|variant=perm_seed1734,0,subset_cardinality_bw10,perm_seed1734,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,249,249,170,170,0.000777,0.000798,2.099999999999997e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw10|variant=perm_seed1735,0,subset_cardinality_bw10,perm_seed1735,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,187,187,145,145,0.000765,0.000794,2.9000000000000054e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw10|variant=perm_seed1736,0,subset_cardinality_bw10,perm_seed1736,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,218,218,175,175,0.000772,0.000821,4.9e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw10|variant=perm_seed1737,0,subset_cardinality_bw10,perm_seed1737,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,214,214,148,148,0.000778,0.000821,4.299999999999996e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw10|variant=perm_seed1738,0,subset_cardinality_bw10,perm_seed1738,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,245,245,175,175,0.000756,0.000811,5.499999999999993e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw10|variant=perm_seed1739,0,subset_cardinality_bw10,perm_seed1739,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,178,178,140,140,0.000752,0.000766,1.4000000000000015e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw10|variant=perm_seed1740,0,subset_cardinality_bw10,perm_seed1740,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,255,255,180,180,0.000836,0.000788,-4.800000000000008e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw10|variant=perm_seed1741,0,subset_cardinality_bw10,perm_seed1741,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,200,200,162,162,0.000801,0.000762,-3.899999999999997e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw10|variant=perm_seed1742,0,subset_cardinality_bw10,perm_seed1742,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,200,200,151,151,0.00075,0.000737,-1.299999999999999e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw10|variant=perm_seed1743,0,subset_cardinality_bw10,perm_seed1743,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,216,216,154,154,0.000772,0.000808,3.600000000000001e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw10|variant=perm_seed1744,0,subset_cardinality_bw10,perm_seed1744,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,206,206,157,157,0.000763,0.000751,-1.1999999999999966e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw10|variant=perm_seed1745,0,subset_cardinality_bw10,perm_seed1745,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,225,225,170,170,0.000763,0.000778,1.500000000000004e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=base,0,subset_cardinality_bw12,base,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,442,442,342,342,0.001012,0.001048,3.600000000000001e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1730,0,subset_cardinality_bw12,perm_seed1730,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,440,440,329,329,0.000997,0.001023,2.599999999999998e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1731,0,subset_cardinality_bw12,perm_seed1731,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,393,393,297,297,0.001065,0.001024,-4.100000000000002e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1732,0,subset_cardinality_bw12,perm_seed1732,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,430,430,328,328,0.001053,0.001064,1.1000000000000159e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1733,0,subset_cardinality_bw12,perm_seed1733,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,434,434,333,333,0.001161,0.001083,-7.799999999999994e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1734,0,subset_cardinality_bw12,perm_seed1734,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,464,464,361,361,0.001045,0.001065,2.0000000000000052e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1735,0,subset_cardinality_bw12,perm_seed1735,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,394,394,340,340,0.001036,0.001022,-1.4000000000000123e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1736,0,subset_cardinality_bw12,perm_seed1736,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,410,410,313,313,0.000934,0.001002,6.800000000000003e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1737,0,subset_cardinality_bw12,perm_seed1737,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,411,411,323,323,0.001046,0.001106,5.999999999999994e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1738,0,subset_cardinality_bw12,perm_seed1738,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,411,411,317,317,0.000975,0.001189,0.000214,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1739,0,subset_cardinality_bw12,perm_seed1739,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,406,406,316,316,0.001122,0.001032,-9.000000000000002e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1740,0,subset_cardinality_bw12,perm_seed1740,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,442,442,321,321,0.001163,0.001029,-0.000134,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1741,0,subset_cardinality_bw12,perm_seed1741,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,417,417,333,333,0.001105,0.001078,-2.7000000000000114e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1742,0,subset_cardinality_bw12,perm_seed1742,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,443,443,346,346,0.000993,0.001013,2.0000000000000052e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1743,0,subset_cardinality_bw12,perm_seed1743,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,439,439,339,339,0.001003,0.00103,2.7000000000000114e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1744,0,subset_cardinality_bw12,perm_seed1744,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,430,430,339,339,0.001004,0.001068,6.400000000000004e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw12|variant=perm_seed1745,0,subset_cardinality_bw12,perm_seed1745,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,408,408,323,323,0.001014,0.001158,0.00014400000000000003,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=base,0,subset_cardinality_bw14,base,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,759,759,561,561,0.001386,0.001421,3.4999999999999875e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1730,0,subset_cardinality_bw14,perm_seed1730,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,743,743,583,583,0.001502,0.001425,-7.700000000000003e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1731,0,subset_cardinality_bw14,perm_seed1731,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,775,775,591,591,0.001447,0.001408,-3.899999999999997e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1732,0,subset_cardinality_bw14,perm_seed1732,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,696,696,526,526,0.001306,0.001352,4.599999999999982e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1733,0,subset_cardinality_bw14,perm_seed1733,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,772,772,610,610,0.001453,0.001481,2.7999999999999813e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1734,0,subset_cardinality_bw14,perm_seed1734,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,692,692,568,568,0.001408,0.0015,9.200000000000007e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1735,0,subset_cardinality_bw14,perm_seed1735,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,736,736,603,603,0.001642,0.001703,6.100000000000007e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1736,0,subset_cardinality_bw14,perm_seed1736,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,725,725,580,580,0.001443,0.001393,-5.000000000000013e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1737,0,subset_cardinality_bw14,perm_seed1737,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,709,709,503,503,0.001326,0.001351,2.5000000000000066e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1738,0,subset_cardinality_bw14,perm_seed1738,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,687,687,549,549,0.001377,0.001398,2.099999999999997e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1739,0,subset_cardinality_bw14,perm_seed1739,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,765,765,626,626,0.001485,0.001586,0.00010099999999999996,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1740,0,subset_cardinality_bw14,perm_seed1740,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,681,681,539,539,0.001566,0.001436,-0.0001299999999999999,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1741,0,subset_cardinality_bw14,perm_seed1741,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,738,738,563,563,0.00141,0.001627,0.00021699999999999996,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1742,0,subset_cardinality_bw14,perm_seed1742,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,647,647,497,497,0.001336,0.00134,4.000000000000097e-06,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1743,0,subset_cardinality_bw14,perm_seed1743,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,800,800,653,653,0.001528,0.001617,8.899999999999989e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1744,0,subset_cardinality_bw14,perm_seed1744,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,702,702,576,576,0.001389,0.00162,0.00023099999999999987,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw14|variant=perm_seed1745,0,subset_cardinality_bw14,perm_seed1745,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,769,769,586,586,0.001437,0.001556,0.00011900000000000018,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=base,0,subset_cardinality_bw16,base,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,914,914,659,659,0.001644,0.001649,5.000000000000013e-06,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1730,0,subset_cardinality_bw16,perm_seed1730,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1124,1124,863,863,0.002037,0.00193,-0.00010700000000000011,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1731,0,subset_cardinality_bw16,perm_seed1731,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1165,1165,901,901,0.002102,0.002101,-1.0000000000001327e-06,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1732,0,subset_cardinality_bw16,perm_seed1732,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1261,1261,971,971,0.002071,0.002099,2.8000000000000247e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1733,0,subset_cardinality_bw16,perm_seed1733,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1256,1256,997,997,0.002115,0.002084,-3.100000000000021e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1734,0,subset_cardinality_bw16,perm_seed1734,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1201,1201,874,874,0.001859,0.001852,-7.000000000000062e-06,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1735,0,subset_cardinality_bw16,perm_seed1735,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1156,1156,858,858,0.001846,0.001965,0.00011900000000000018,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1736,0,subset_cardinality_bw16,perm_seed1736,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1269,1269,990,990,0.002067,0.002081,1.4000000000000123e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1737,0,subset_cardinality_bw16,perm_seed1737,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1136,1136,881,881,0.00188,0.001843,-3.6999999999999924e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1738,0,subset_cardinality_bw16,perm_seed1738,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1155,1155,911,911,0.002044,0.001916,-0.00012799999999999986,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1739,0,subset_cardinality_bw16,perm_seed1739,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1240,1240,926,926,0.001923,0.001903,-2.0000000000000052e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1740,0,subset_cardinality_bw16,perm_seed1740,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1144,1144,866,866,0.001927,0.002063,0.00013600000000000027,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1741,0,subset_cardinality_bw16,perm_seed1741,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1187,1187,895,895,0.001854,0.001855,1.0000000000001327e-06,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1742,0,subset_cardinality_bw16,perm_seed1742,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1144,1144,845,845,0.00201,0.001922,-8.799999999999997e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1743,0,subset_cardinality_bw16,perm_seed1743,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1340,1340,1021,1021,0.002319,0.002149,-0.00017,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1744,0,subset_cardinality_bw16,perm_seed1744,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1190,1190,952,952,0.00213,0.002102,-2.7999999999999813e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw16|variant=perm_seed1745,0,subset_cardinality_bw16,perm_seed1745,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1275,1275,979,979,0.002025,0.002251,0.00022600000000000007,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=base,0,subset_cardinality_bw18,base,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1744,1744,1353,1353,0.002907,0.002857,-4.99999999999997e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1730,0,subset_cardinality_bw18,perm_seed1730,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1692,1692,1238,1238,0.00265,0.002619,-3.100000000000021e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1731,0,subset_cardinality_bw18,perm_seed1731,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1884,1884,1464,1464,0.003169,0.003036,-0.00013299999999999987,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1732,0,subset_cardinality_bw18,perm_seed1732,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1456,1456,1049,1049,0.002197,0.002144,-5.3000000000000096e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1733,0,subset_cardinality_bw18,perm_seed1733,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1993,1993,1604,1604,0.003229,0.00337,0.00014100000000000007,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1734,0,subset_cardinality_bw18,perm_seed1734,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1814,1814,1305,1305,0.002629,0.002567,-6.199999999999999e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1735,0,subset_cardinality_bw18,perm_seed1735,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1587,1587,1151,1151,0.002296,0.002358,6.199999999999999e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1736,0,subset_cardinality_bw18,perm_seed1736,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1684,1684,1216,1216,0.00247,0.002498,2.7999999999999813e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1737,0,subset_cardinality_bw18,perm_seed1737,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1851,1851,1302,1302,0.002593,0.002632,3.899999999999997e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1738,0,subset_cardinality_bw18,perm_seed1738,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1549,1549,1103,1103,0.002201,0.002162,-3.899999999999997e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1739,0,subset_cardinality_bw18,perm_seed1739,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1933,1933,1461,1461,0.003058,0.002964,-9.39999999999999e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1740,0,subset_cardinality_bw18,perm_seed1740,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1755,1755,1289,1289,0.002604,0.002665,6.0999999999999856e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1741,0,subset_cardinality_bw18,perm_seed1741,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1766,1766,1309,1309,0.002633,0.002632,-1.0000000000001327e-06,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1742,0,subset_cardinality_bw18,perm_seed1742,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1570,1570,1172,1172,0.002207,0.002229,2.1999999999999884e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1743,0,subset_cardinality_bw18,perm_seed1743,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1910,1910,1455,1455,0.002877,0.002981,0.00010400000000000036,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1744,0,subset_cardinality_bw18,perm_seed1744,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1455,1455,1048,1048,0.002164,0.002222,5.799999999999989e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw18|variant=perm_seed1745,0,subset_cardinality_bw18,perm_seed1745,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,1653,1653,1237,1237,0.002398,0.002448,5.000000000000013e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=base,0,subset_cardinality_bw8,base,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,89,89,67,67,0.000657,0.000667,9.999999999999918e-06,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1730,0,subset_cardinality_bw8,perm_seed1730,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,110,110,76,76,0.000701,0.000732,3.0999999999999995e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1731,0,subset_cardinality_bw8,perm_seed1731,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,91,91,70,70,0.000727,0.000693,-3.399999999999996e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1732,0,subset_cardinality_bw8,perm_seed1732,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,84,84,67,67,0.000637,0.000656,1.9000000000000028e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1733,0,subset_cardinality_bw8,perm_seed1733,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,109,109,86,86,0.000661,0.000672,1.0999999999999942e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1734,0,subset_cardinality_bw8,perm_seed1734,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,112,112,82,82,0.000659,0.000644,-1.4999999999999931e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1735,0,subset_cardinality_bw8,perm_seed1735,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,94,94,68,68,0.000707,0.000707,0.0,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1736,0,subset_cardinality_bw8,perm_seed1736,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,121,121,83,83,0.000761,0.000697,-6.399999999999993e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1737,0,subset_cardinality_bw8,perm_seed1737,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,87,87,66,66,0.000639,0.000672,3.2999999999999935e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1738,0,subset_cardinality_bw8,perm_seed1738,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,80,80,66,66,0.000618,0.000663,4.500000000000001e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1739,0,subset_cardinality_bw8,perm_seed1739,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,103,103,74,74,0.000757,0.000824,6.7e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1740,0,subset_cardinality_bw8,perm_seed1740,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,98,98,64,64,0.00067,0.000747,7.700000000000003e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1741,0,subset_cardinality_bw8,perm_seed1741,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,106,106,76,76,0.00071,0.000734,2.3999999999999933e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1742,0,subset_cardinality_bw8,perm_seed1742,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,107,107,72,72,0.000768,0.00074,-2.800000000000003e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1743,0,subset_cardinality_bw8,perm_seed1743,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,106,106,74,74,0.000683,0.000728,4.500000000000001e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1744,0,subset_cardinality_bw8,perm_seed1744,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,99,99,71,71,0.000748,0.000672,-7.6e-05,True,True,True,True,True,
repeat=0|base=subset_cardinality_bw8|variant=perm_seed1745,0,subset_cardinality_bw8,perm_seed1745,1,1,UNSATISFIABLE,UNSATISFIABLE,True,True,102,102,71,71,0.000656,0.000676,1.9999999999999944e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=base,0,tseitin_k5_even,base,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000581,0.00056,-2.1000000000000077e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1730,0,tseitin_k5_even,perm_seed1730,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.00058,0.00058,0.0,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1731,0,tseitin_k5_even,perm_seed1731,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000608,0.000607,-1.0000000000000243e-06,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1732,0,tseitin_k5_even,perm_seed1732,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000568,0.000594,2.599999999999998e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1733,0,tseitin_k5_even,perm_seed1733,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000559,0.000601,4.199999999999994e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1734,0,tseitin_k5_even,perm_seed1734,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000575,0.000641,6.599999999999998e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1735,0,tseitin_k5_even,perm_seed1735,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000567,0.000647,7.999999999999999e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1736,0,tseitin_k5_even,perm_seed1736,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000594,0.000631,3.700000000000003e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1737,0,tseitin_k5_even,perm_seed1737,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000564,0.000581,1.699999999999998e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1738,0,tseitin_k5_even,perm_seed1738,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000579,0.00059,1.100000000000005e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1739,0,tseitin_k5_even,perm_seed1739,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000592,0.000585,-6.999999999999953e-06,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1740,0,tseitin_k5_even,perm_seed1740,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000593,0.000572,-2.099999999999997e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1741,0,tseitin_k5_even,perm_seed1741,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000576,0.000564,-1.1999999999999966e-05,True,True,True,True,True,
repeat=0|base=tseitin_k5_even|variant=perm_seed1742,0,tseitin_k5_even,perm_seed1742,1,1,SATISFIABLE,SATISFIABLE,True,True,7,7,0,0,0.000589,0.000617,2.800000000000003e-05,True,True,True,True,True,
