candidate_label,family,target_role,base_instance_id,variant,repeat_id,wc1_search_ok,wc3_search_ok,wc1_candidate_search_ok,wc1_target_role,wc1_family,wc1_adapter_cached_decisions_delta_candidate,wc1_adapter_cached_conflicts_delta_candidate,wc1_adapter_cached_final_cpu_delta_candidate,wc3_candidate_search_ok,wc3_target_role,wc3_family,wc3_adapter_cached_decisions_delta_candidate,wc3_adapter_cached_conflicts_delta_candidate,wc3_adapter_cached_final_cpu_delta_candidate
v1_2_iter15,random_3sat_control,random_control,random_3sat_control_v260_c1097_seed3305,base,0,False,True,False,random_control,random_3sat_control,27840.0,24578.0,0.46251,True,random_control,random_3sat_control,-12310.0,-11488.0,-0.4199039999999999
v1_2_iter15,random_3sat_control,random_control,random_3sat_control_v260_c1097_seed3305,base,1,False,True,False,random_control,random_3sat_control,27840.0,24578.0,0.7359900000000001,True,random_control,random_3sat_control,-12310.0,-11488.0,-0.439892
v1_2_iter15,random_3sat_control,random_control,random_3sat_control_v260_c1097_seed3305,base,2,False,True,False,random_control,random_3sat_control,27840.0,24578.0,0.3696599999999999,True,random_control,random_3sat_control,-12310.0,-11488.0,-0.4162280000000001
v1_2_iter15,random_3sat_control,random_control,random_3sat_control_v260_c1097_seed3305,perm_seed1730,0,False,True,False,random_control,random_3sat_control,39993.0,35030.0,0.7531500000000002,True,random_control,random_3sat_control,-28889.0,-26747.0,-0.716052
v1_2_iter15,random_3sat_control,random_control,random_3sat_control_v260_c1097_seed3305,perm_seed1730,1,False,True,False,random_control,random_3sat_control,39993.0,35030.0,1.04487,True,random_control,random_3sat_control,-28889.0,-26747.0,-0.706684
v1_2_iter15,random_3sat_control,random_control,random_3sat_control_v260_c1097_seed3305,perm_seed1730,2,False,True,False,random_control,random_3sat_control,39993.0,35030.0,0.5706500000000001,True,random_control,random_3sat_control,-28889.0,-26747.0,-0.7433099999999999
v1_2_iter15,random_3sat_control,random_control,random_3sat_control_v260_c1097_seed3305,perm_seed1731,0,False,True,False,random_control,random_3sat_control,34399.0,30252.0,0.7899100000000001,True,random_control,random_3sat_control,-6285.0,-6139.0,-0.219758
v1_2_iter15,random_3sat_control,random_control,random_3sat_control_v260_c1097_seed3305,perm_seed1731,1,False,True,False,random_control,random_3sat_control,34399.0,30252.0,0.5745,True,random_control,random_3sat_control,-6285.0,-6139.0,-0.2285239999999999
v1_2_iter15,random_3sat_control,random_control,random_3sat_control_v260_c1097_seed3305,perm_seed1731,2,False,True,False,random_control,random_3sat_control,34399.0,30252.0,0.4526490000000001,True,random_control,random_3sat_control,-6285.0,-6139.0,-0.230223
v1_2_iter15,subset_cardinality,other,subset_cardinality_bw10,perm_seed1731,0,True,False,True,other,subset_cardinality,-27.0,-16.0,-0.0001539999999999,False,other,subset_cardinality,12.0,-11.0,0.000971
v1_2_iter15,subset_cardinality,other,subset_cardinality_bw10,perm_seed1731,1,True,False,True,other,subset_cardinality,-27.0,-16.0,0.001144,False,other,subset_cardinality,12.0,-11.0,0.000736
v1_2_iter15,subset_cardinality,other,subset_cardinality_bw10,perm_seed1731,2,True,False,True,other,subset_cardinality,-27.0,-16.0,-0.000671,False,other,subset_cardinality,12.0,-11.0,-0.0005479999999999
v1_2_iter15,subset_cardinality,other,subset_cardinality_bw8,perm_seed1730,0,False,True,False,other,subset_cardinality,3.0,4.0,0.0001599999999999,True,other,subset_cardinality,-9.0,-12.0,-0.000981
v1_2_iter15,subset_cardinality,other,subset_cardinality_bw8,perm_seed1730,1,False,True,False,other,subset_cardinality,3.0,4.0,-4.800000000000008e-05,True,other,subset_cardinality,-9.0,-12.0,-0.0014299999999999
v1_2_iter15,subset_cardinality,other,subset_cardinality_bw8,perm_seed1730,2,False,True,False,other,subset_cardinality,3.0,4.0,-0.001727,True,other,subset_cardinality,-9.0,-12.0,0.001613
