iteration,global_step,echosat_replay_role,family,base_instance_id,echosat_cost,grpo_raw_advantage_unclamped,grpo_raw_advantage,grpo_weighted_advantage_before_clamp,grpo_final_advantage,rows,grpo_positive_raw_advantage_clamped_frac,grpo_positive_advantage_clamped_frac
9,432,other,complete_coloring,k9_color8,0.6271385311752161,-0.693645262949614,-0.693645262949614,-0.685765791130483,-0.685765791130483,48,0.0,0.0
9,432,other,php,php_p9_h8,1.6567137243739,-1.6793339766029245,-1.6793339766029245,-1.6601614848224318,-1.6601614848224318,272,0.0,0.0
9,432,other,subset_cardinality,subset_cardinality_bw12,1.6712848101069635,-1.6154994565793617,-1.6154994565793617,-0.5708366147896806,-0.5708366147896806,256,0.0,0.0
9,432,other,tseitin_complete,tseitin_k7_even,1.3823529411764706,-1.3823529411764706,-1.3823529411764706,-1.3344002553179295,-1.3344002553179295,272,0.0,0.0
9,432,random_control,random_3sat_control,random_3sat_control_v90_c383_seed1930,44.93023184544036,-44.870678558702615,-44.870678558702615,0.0,0.0,272,0.0,0.0
9,432,subset_failure,subset_cardinality,subset_cardinality_bw12,0.6926500010839144,-0.7062014626188517,-0.7062014626188517,-0.2495446106500838,-0.2495446106500838,16,0.0,0.0
10,480,other,complete_coloring,k10_color9,2.346921371971294,-2.0050373262627903,-2.0050373262627903,-1.9866916883406909,-1.9866916883406909,48,0.0,0.0
10,480,other,php,php_p10_h9,2.5890393632684088,-2.3146249768330582,-2.3146249768330582,-2.2935126545482154,-2.2935126545482154,272,0.0,0.0
10,480,other,php,php_p6_h5,1.2819923324166194,-1.2690899850418265,-1.2690899850418265,-1.2341459863437094,-1.2341459863437094,272,0.0,0.0
10,480,other,subset_cardinality,subset_cardinality_bw12,1.5821481138961675,-1.5199936239016425,-1.5199936239016425,-0.4986846303398691,-0.4986846303398691,256,0.0,0.0
10,480,random_control,random_3sat_control,random_3sat_control_v100_c600_seed1914,2.332789801832219,-2.234053972140292,-2.234053972140292,0.0,0.0,272,0.0,0.0
10,480,subset_failure,subset_cardinality,subset_cardinality_bw12,1.3046982551606017,-1.2870547067155482,-1.2870547067155482,-0.4547959508348315,-0.4547959508348315,16,0.0,0.0
11,528,other,complete_coloring,k10_color9,2.439936543489527,-2.101717339616153,-2.101717339616153,-2.082486975183984,-2.082486975183984,48,0.0,0.0
11,528,other,complete_coloring,k4_color4,1.4779411764705883,-1.4779411764705883,-1.4779411764705883,0.0,0.0,272,0.0,0.0
11,528,other,php,php_p10_h9,2.54076179864223,-2.218286763949715,-2.218286763949715,-2.1980477907303,-2.1980477907303,272,0.0,0.0
11,528,other,subset_cardinality,subset_cardinality_bw12,1.4571420798064016,-1.4083913378502335,-1.4083913378502335,-0.4975870616029956,-0.4975870616029956,256,0.0,0.0
11,528,random_control,random_3sat_control,random_3sat_control_v220_c942_seed3304,2.023194479956522,-1.9611432207132893,-1.9611432207132893,0.0,0.0,48,0.0,0.0
11,528,subset_failure,subset_cardinality,subset_cardinality_bw12,0.5648499497315967,-0.5689688149041544,-0.5689688149041544,-0.2010518370505378,-0.2010518370505378,16,0.0,0.0
12,576,other,complete_coloring,k9_color8,0.7355516261441094,-0.8017834691298956,-0.8017834691298956,-0.7926632138043526,-0.7926632138043526,48,0.0,0.0
12,576,other,php,php_p5_h4,1.4086442005530142,-1.412991722576704,-1.412991722576704,-1.3549073275649104,-1.3549073275649104,48,0.0,0.0
12,576,other,php,php_p9_h8,1.5479674807821149,-1.568989595592415,-1.568989595592415,-1.5510899025254306,-1.5510899025254306,272,0.0,0.0
12,576,other,subset_cardinality,subset_cardinality_bw12,1.1709460428733731,-1.1110390926373814,-1.1110390926373814,-0.3924544699573622,-0.3924544699573622,256,0.0,0.0
12,576,random_control,random_3sat_control,random_3sat_control_v20_c85_seed1901,4.6642954188499495,-4.266480431655547,-4.266480431655547,0.0,0.0,272,0.0,0.0
12,576,subset_failure,subset_cardinality,subset_cardinality_bw12,1.2901054044345055,-1.2789911730468262,-1.2789911730468262,-0.4519466061699775,-0.4519466061699775,16,0.0,0.0
13,624,other,complete_coloring,k9_color8,1.2966561625324746,-1.3771667445840174,-1.3771667445840174,-1.3614459998582011,-1.3614459998582011,48,0.0,0.0
13,624,other,php,php_p11_h10,3.0331323951576064,-3.0331323951576064,-3.0331323951576064,-3.010493317145649,-3.010493317145649,272,0.0,0.0
13,624,other,php,php_p9_h8,1.420029486592607,-1.4334293132340572,-1.4334293132340572,-1.4170727667062384,-1.4170727667062384,272,0.0,0.0
13,624,other,subset_cardinality,subset_cardinality_bw12,1.3606972586529875,-1.2956848755584562,-1.2956848755584562,-0.4577080948670619,-0.4577080948670619,256,0.0,0.0
13,624,random_control,random_3sat_control,random_3sat_control_v80_c260_seed1929,11.320931354715,-9.973527635693836,-9.973527635693836,0.0,0.0,272,0.0,0.0
13,624,subset_failure,subset_cardinality,subset_cardinality_bw12,0.7809700305600629,-0.7811691603133231,-0.7811691603133231,-0.2760353302573823,-0.2760353302573823,16,0.0,0.0
14,672,other,complete_coloring,k10_color9,2.2470249572358427,-1.937366033577272,-1.937366033577272,-1.9196395037538867,-1.9196395037538867,48,0.0,0.0
14,672,other,php,php_p10_h9,2.585861135147373,-2.239948319511814,-2.239948319511814,-2.2195092970418737,-2.2195092970418737,272,0.0,0.0
14,672,other,php,php_p5_h4,1.7916060696478129,-1.7701271736744688,-1.7701271736744688,-1.6972760935740026,-1.6972760935740026,48,0.0,0.0
14,672,other,subset_cardinality,subset_cardinality_bw12,1.3966607161558728,-1.336266516327239,-1.336266516327239,-0.4721464675955644,-0.4721464675955644,256,0.0,0.0
14,672,random_control,random_3sat_control,random_3sat_control_v45_c191_seed1924,9.517162782977426,-8.199041644998722,-8.199041644998722,0.0,0.0,272,0.0,0.0
14,672,subset_failure,subset_cardinality,subset_cardinality_bw12,2.2834684807499186,-2.251455445113445,-2.251455445113445,-0.7955783189167356,-0.7955783189167356,16,0.0,0.0
15,720,other,complete_coloring,k10_color9,2.1300221012972735,-1.862838861235275,-1.862838861235275,-1.8457943734697475,-1.8457943734697475,48,0.0,0.0
15,720,other,php,php_p10_h9,75024.27016248123,-75023.98952010271,-75023.98952010271,-74343.15001406014,-74343.15001406014,272,0.0,0.0
15,720,other,subset_cardinality,subset_cardinality_bw12,43.84427180937111,-43.77411018294907,-43.77411018294907,-15.46058630378397,-15.46058630378397,256,0.0,0.0
15,720,other,tseitin_complete,tseitin_k9_odd,114262.99543684836,-114262.99543684836,-114262.99543684836,-111868.90541258846,-111868.90541258846,272,0.0,0.0
15,720,random_control,random_3sat_control,random_3sat_control_v140_c595_seed1935,860.7541435372729,-860.63000516118,-860.63000516118,0.0,0.0,272,0.0,0.0
15,720,subset_failure,subset_cardinality,subset_cardinality_bw12,2.274489195892629,-2.2582920618409905,-2.2582920618409905,-0.797994118019038,-0.797994118019038,16,0.0,0.0
16,768,other,complete_coloring,k9_color8,0.6158535597954861,-0.6972751004349038,-0.6972751004349038,-0.6893545360295407,-0.6893545360295407,48,0.0,0.0
16,768,other,php,php_p9_h8,1.4447886144654818,-1.4616803143814705,-1.4616803143814705,-1.316005919581085,-1.316005919581085,272,0.0,0.0
16,768,other,subset_cardinality,subset_cardinality_bw12,1.3808788747422749,-1.334284089155546,-1.334284089155546,-0.4713608273302035,-0.4713608273302035,256,0.0,0.0
16,768,other,vertex_cover_torus,vertex_cover_torus_3x4_k5_event,1.8398752796346287,-1.7180916637488328,-1.7180916637488328,-1.6117099073936711,-1.6117099073936711,272,0.0,0.0
16,768,random_control,random_3sat_control,random_3sat_control_v100_c425_seed1932,1.71513350656426,-1.7053158336335408,-1.7053158336335408,0.0,0.0,272,0.0,0.0
16,768,subset_failure,subset_cardinality,subset_cardinality_bw12,1.2329892067265098,-1.2256875120026924,-1.2256875120026924,-0.4331111292620778,-0.4331111292620778,16,0.0,0.0
17,816,other,complete_coloring,k9_color8,27589.28731781262,-27589.318901493505,-27589.318901493505,-27276.041159916054,-27276.041159916054,48,0.0,0.0
17,816,other,php,php_p9_h8,4842.730150042643,-4842.73523389244,-4842.73523389244,-4787.435372136523,-4787.435372136523,272,0.0,0.0
17,816,other,subset_cardinality,subset_cardinality_bw12,93.14112639977064,-93.08414178060224,-93.08414178060224,-32.95028430709543,-32.95028430709543,256,0.0,0.0
17,816,other,subset_cardinality,subset_cardinality_bw8,31.912236663968617,-31.87321360041655,-31.87321360041655,-11.17760513356078,-11.17760513356078,272,0.0,0.0
17,816,random_control,random_3sat_control,random_3sat_control_v20_c85_seed1901,5.900281813276347,-5.476341718942822,-5.476341718942822,0.0,0.0,272,0.0,0.0
17,816,subset_failure,subset_cardinality,subset_cardinality_bw12,1.289995750987012,-1.2533096966888884,-1.2533096966888884,-0.4428717537972633,-0.4428717537972633,16,0.0,0.0
18,864,other,complete_coloring,k10_color9,2.251115493728015,-1.919299348920367,-1.919299348920367,-1.9017380845562208,-1.9017380845562208,48,0.0,0.0
18,864,other,php,php_p10_h9,2.622605660008458,-2.2635488289190224,-2.2635488289190224,-2.2428939189607005,-2.2428939189607005,272,0.0,0.0
18,864,other,php_exit_all,php_exit_all_p9_h8,3.247549019607843,-2.6944444444444446,-2.6944444444444446,-0.96017599209614,-0.96017599209614,272,0.0,0.0
18,864,other,subset_cardinality,subset_cardinality_bw12,1.441682802323843,-1.3765676580532125,-1.3765676580532125,-0.4862642683627788,-0.4862642683627788,256,0.0,0.0
18,864,random_control,random_3sat_control,random_3sat_control_v40_c170_seed1903,20.846054225468063,-19.398999400551254,-19.398999400551254,0.0,0.0,272,0.0,0.0
18,864,subset_failure,subset_cardinality,subset_cardinality_bw12,1.2705340099383595,-1.2779049614650926,-1.2779049614650926,-0.4515627805046466,-0.4515627805046466,16,0.0,0.0
19,912,other,complete_coloring,k9_color8,0.6542878895461638,-0.7322604826706719,-0.7322604826706719,-0.7239377146336506,-0.7239377146336506,48,0.0,0.0
19,912,other,php,php_p8_h7,1.306840336790605,-1.2992060695186862,-1.2992060695186862,-1.0954016998565592,-1.0954016998565592,272,0.0,0.0
19,912,other,php,php_p9_h8,1.4576268471268596,-1.4723300675325324,-1.4723300675325324,-0.9683847118671871,-0.9683847118671871,272,0.0,0.0
19,912,other,subset_cardinality,subset_cardinality_bw12,1.3239372152508366,-1.2669199786078884,-1.2669199786078884,-0.3381866041178506,-0.3381866041178506,256,0.0,0.0
19,912,random_control,random_3sat_control,random_3sat_control_v160_c704_seed2615,1.7101815703355914,-1.6699603417855249,-1.6699603417855249,0.0,0.0,48,0.0,0.0
19,912,subset_failure,subset_cardinality,subset_cardinality_bw12,1.3304327171957904,-1.2979636003177821,-1.2979636003177821,0.0,0.0,16,0.0,0.0
